artifact	motif_count	promoter_count	problems	sha256
J2024_mm39_450u_50d_UCSC.psbg1.txt	879	33308		e608a4c6722a5a60f76c0970bd9b594e16a5fc930965cb1ce03dc6774e8a5528
J2024_mm39_450u_50d_UCSC.psbg2.txt	879	33308		246d96341f3546a56d4ceb1ad059542f50047362b79bb0901f14ce8e569be681
J2024_mm39_500u_0d_UCSC.psbg1.txt	879	33312		51fe5f119cecb30a0ee3b527106773e2f528d9dd24c0aec1eb424ca107fb4c0e
J2024_mm39_500u_0d_UCSC.psbg2.txt	879	33312		78dd94f7437a4cd87b015b1eace97f1344bc2af7ee2197a734cfe32344a0e8f5
J2024_mm39_950u_50d_UCSC.psbg1.txt	879	33374		7a54a49e0b102f228e80ddbeb7c58f16bc3c0ac7702cf68c4b0c8cfd9f9bd6a7
J2024_mm39_950u_50d_UCSC.psbg2.txt	879	33374		80db059af61e5e09a5ac0735de6e685930591705c881647951054830fc0503fd
J2024_sacCer3_1000u_0d_UCSC.psbg1.txt	178	6571		1c1ee554a80f584716cff3335b38bdc8533341fe2aab801cd01e29fcfe00e3c1
J2024_sacCer3_1000u_0d_UCSC.psbg2.txt	178	6571		9673ada16dc257064320263ee4941a02e8486ab5462df3c736aa62c9e65f5241
J2024_sacCer3_200u_50d_UCSC.psbg1.txt	178	6544		0bb131084be9cf3531be0fd30a5c74a993e4d4fd89122092054d78a211d38b07
J2024_sacCer3_200u_50d_UCSC.psbg2.txt	178	6544		1631345c12c0e330337f43235305c2b11655476a7c680835121f76035bbac264
J2024_sacCer3_450u_50d_UCSC.psbg1.txt	178	6570		547e1804a1aacaaa8dce3d612b72dc6e9824f9e6fcc177579e95af458c7dff64
J2024_sacCer3_450u_50d_UCSC.psbg2.txt	178	6570		73e68407607ca504c5bfddb7d4e9c5ebaa97ba15ae0ebb13eba2c2bdd5bcf160
J2024_sacCer3_500u_0d_UCSC.psbg1.txt	178	6571		61ea25cbc35f35c8aaf4e57a2586f5d7abb8307ef81930c9ed82db9f66ffcdc3
J2024_sacCer3_500u_0d_UCSC.psbg2.txt	178	6571		ae0cf079455d103d52ba893a7f1e6e5ec8ce8b012099d4153c80e28dbc5ab361
J2024_sacCer3_950u_50d_UCSC.psbg1.txt	178	6571		0d00f8cb21e2bcc22381c01b12552de8c9a7f0cd4aeb3f95da3c8c376718cefe
J2024_sacCer3_950u_50d_UCSC.psbg2.txt	178	6571		4f39b75dff44826474c98ab177db3cfc1a110da761d903d5b5360de8ad7e1c0d
J2024_TAIR9_1000u_0d_TAIR.psbg1.txt	805	36405		ae03cc4f315e62dca13f7f830094cd15c6a4c32e85e6bf1d1c28723f012bd33e
J2024_TAIR9_1000u_0d_TAIR.psbg2.txt	805	36405		e9ff5282cd0ccffd939f8b91e45a3b626705243f65ff894e43851511b250475f
J2024_TAIR9_200u_50d_TAIR.psbg1.txt	805	36331		f592c73ed95e60359bf94c5c5d4de51f44fdc081a1ea7b24d7ef9243670da981
J2024_TAIR9_200u_50d_TAIR.psbg2.txt	805	36331		1459bf5f91f07b0ce76f569df5082e1c9e88600c71a0bf4d95fe4d0ff766f1f9
J2024_TAIR9_450u_50d_TAIR.psbg1.txt	805	36368		188f8f69e257ac80e43853d2cfe27d6e8d43e02ad2719793b8990c4dfd9058f6
J2024_TAIR9_450u_50d_TAIR.psbg2.txt	805	36368		9897d45487fd166de17119735bf8cb33c82a627e1ce16d97306bc7519048ada2
J2024_TAIR9_500u_0d_TAIR.psbg1.txt	805	36371		68ee02551035ac66a96ae0f1ca363132fc40767e0e0b6b59060d200dea7ed1d9
J2024_TAIR9_500u_0d_TAIR.psbg2.txt	805	36371		c9c74733abc74cc86859977c28bcfc6ddb86481a9be408ba5dffe85d5a1c7430
J2024_TAIR9_950u_50d_TAIR.psbg1.txt	805	36406		117c354876029c7ae735de0016c7128415c8c54850fcefc464be4e8663d716fc
J2024_TAIR9_950u_50d_TAIR.psbg2.txt	805	36406		cdb2f37941f1a2afe53a5372d6d010a89fab96115c0b3b7af7afa3e02c547808
