key	organism	assembly	upstream	downstream	jaspar_release	reference_artifact	reference_sha256	candidate_artifact	candidate_sha256	reference_size	candidate_size	reference_motifs	candidate_motifs	shared_motifs	added_motifs	removed_motifs	mean_correlation	sd_correlation	mean_absolute_delta	mean_maximum_delta	sd_absolute_delta	sd_maximum_delta	normalized_mean_shift_p95	normalized_mean_shift_maximum	sd_ratio_p01	sd_ratio_median	sd_ratio_p99	sd_ratio_minimum	sd_ratio_maximum	zero_variance_sentinels	promoter_count_delta	promoter_count_relative_delta
hs:hs1:950:50:2024	hs	hs1	950	50	2024	BG_files/J2024_hs1_950u_50d_UCSC.psbg1.txt	92d5591b9828d1a2a4a6b1767c9b691318204ff49eec416640237d5c6a499b53	BG_files/J2024_hs1_950u_50d_UCSC.psbg2.txt	4fc5a3251a6038a29586975ee7bdc223fd2eb6e3b9bdb27d42cf733536585f3a	39591	39591	879	879	879	0	0	1	1	5.6837356209479e-18	9.99200722162641e-16	4.01413828229445e-18	1.11022302462516e-16	0	2.62973854541393e-14	1	1	1	0.999999999999997	1	0	0	0
hs:hs1:1000:0:2024	hs	hs1	1000	0	2024	BG_files/J2024_hs1_1000u_0d_UCSC.psbg1.txt	664a473f02cd1cfd9f740193139190b6b2cfcb7de9768316126e05c79df5aee6	BG_files/J2024_hs1_1000u_0d_UCSC.psbg2.txt	05ae44060f40de51af61f56c570fe6840937cfacb5f2498b36ce13d3ef22611e	39591	39591	879	879	879	0	0	1	1	5.6837356209479e-18	9.99200722162641e-16	4.09307905480762e-18	1.11022302462516e-16	0	2.76603127870219e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:200:50:2024	mm	mm10	200	50	2024	BG_files/J2024_mm10_200u_50d_UCSC.psbg1.txt	38d1721106ec15793be10262c322db0bd06e66961e8ac04e3bcbc6a8909af2e4	BG_files/J2024_mm10_200u_50d_UCSC.psbg2.txt	b6972a9698ed3496f08ea4a7735123db413f461990db73e024409aa4727a64b2	31383	31383	879	879	879	0	0	1	1	3.41024137256874e-18	9.99200722162641e-16	4.10492017068459e-18	1.11022302462516e-16	0	2.3346508137754e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:450:50:2024	mm	mm10	450	50	2024	BG_files/J2024_mm10_450u_50d_UCSC.psbg1.txt	3c7e792a23731457052d5c71ed06792e841675405fa31fcdf0c197591f94f80a	BG_files/J2024_mm10_450u_50d_UCSC.psbg2.txt	4a38cf31ea214c3553d982beb11775a45cbad6ba3d83d0bcc1223fc8fae07029	31440	31440	879	879	879	0	0	1	1	6.82048274513748e-18	9.99200722162641e-16	4.07334386167933e-18	1.11022302462516e-16	0	2.39014554923212e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:500:0:2024	mm	mm10	500	0	2024	BG_files/J2024_mm10_500u_0d_UCSC.psbg1.txt	81b0e96df920814420cb2f42b483ccd91282095f746657e889c6fc708a301352	BG_files/J2024_mm10_500u_0d_UCSC.psbg2.txt	64dd42754af4ac08d407717e91f1ba776ab628ce19f819f4d12d1af50f82976c	31443	31443	879	879	879	0	0	1	1	6.82048274513748e-18	9.99200722162641e-16	3.30761836830163e-18	1.11022302462516e-16	0	2.26191115473311e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:950:50:2024	mm	mm10	950	50	2024	BG_files/J2024_mm10_950u_50d_UCSC.psbg1.txt	ce87164feb7d913b946787d571d550c48ff531e971f2a5c2f0c8c461da2bd207	BG_files/J2024_mm10_950u_50d_UCSC.psbg2.txt	686766b034479c952efa82f65dc4e8bb729561ea9d4395451e9dbcddac69f950	31504	31504	879	879	879	0	0	1	1	1.13674712418958e-17	9.99200722162641e-16	3.93914454840695e-18	1.11022302462516e-16	0	2.69797144795768e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
mm:mm10:1000:0:2024	mm	mm10	1000	0	2024	BG_files/J2024_mm10_1000u_0d_UCSC.psbg1.txt	6fd8ac4e3e14732f4d49cba09354c9448108a3f102291d8d3ce6b8eee2f3844e	BG_files/J2024_mm10_1000u_0d_UCSC.psbg2.txt	0bfed7c268f994121a2c4b54293349d223d42cb18b422fb97f39e2047e3ee237	31508	31508	879	879	879	0	0	1	1	7.95722986932706e-18	9.99200722162641e-16	3.51681141546151e-18	1.11022302462516e-16	0	2.5435011868968e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm39:200:50:2024	mm	mm39	200	50	2024	BG_files/J2024_mm39_200u_50d_UCSC.psbg1.txt	24ef8d4118634075dea8baa604488a2081d8cc6cd9b94faa5ba94f072969c1d4	BG_files/J2024_mm39_200u_50d_UCSC.psbg2.txt	7a281efdefe9284783f902714e5d62843616c5761d1def195d4e84f61a545f85	33248	33248	879	879	879	0	0	1	1	1.3640965490275e-17	9.99200722162641e-16	4.08123793893065e-18	9.99200722162641e-16	0	2.77497750396307e-14	0.999999999999999	1	1	0.999999999999998	1.00000000000001	0	0	0
mm:mm39:450:50:2024	mm	mm39	450	50	2024	BG_files/J2024_mm39_450u_50d_UCSC.psbg1.txt	e608a4c6722a5a60f76c0970bd9b594e16a5fc930965cb1ce03dc6774e8a5528	BG_files/J2024_mm39_450u_50d_UCSC.psbg2.txt	246d96341f3546a56d4ceb1ad059542f50047362b79bb0901f14ce8e569be681	33308	33308	879	879	879	0	0	1	1	4.54698849675832e-18	9.99200722162641e-16	3.99440308916616e-18	1.11022302462516e-16	0	1.74664279265627e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm39:500:0:2024	mm	mm39	500	0	2024	BG_files/J2024_mm39_500u_0d_UCSC.psbg1.txt	51fe5f119cecb30a0ee3b527106773e2f528d9dd24c0aec1eb424ca107fb4c0e	BG_files/J2024_mm39_500u_0d_UCSC.psbg2.txt	78dd94f7437a4cd87b015b1eace97f1344bc2af7ee2197a734cfe32344a0e8f5	33312	33312	879	879	879	0	0	1	1	1.13674712418958e-17	9.99200722162641e-16	3.86020377589378e-18	1.11022302462516e-16	0	2.57505205709611e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm39:950:50:2024	mm	mm39	950	50	2024	BG_files/J2024_mm39_950u_50d_UCSC.psbg1.txt	7a54a49e0b102f228e80ddbeb7c58f16bc3c0ac7702cf68c4b0c8cfd9f9bd6a7	BG_files/J2024_mm39_950u_50d_UCSC.psbg2.txt	80db059af61e5e09a5ac0735de6e685930591705c881647951054830fc0503fd	33374	33374	879	879	879	0	0	1	1	3.41024137256874e-18	9.99200722162641e-16	2.70766849720157e-18	1.04083408558608e-16	0	2.3311655925335e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm39:1000:0:2024	mm	mm39	1000	0	2024	BG_files/J2024_mm39_1000u_0d_UCSC.psbg1.txt	420e1045dc26dc7e92241fa81b80872726cd6fa14d2d70e7fd40ddeb87df7489	BG_files/J2024_mm39_1000u_0d_UCSC.psbg2.txt	874ae59955fb8cfcb659fa1f3bd87e5b1e0c5c88eaa39531a9f7e00349d03091	33378	33378	879	879	879	0	0	1	1	9.09397699351664e-18	9.99200722162641e-16	2.84976188772527e-18	1.04083408558608e-16	0	2.84132385963441e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
sc:sacCer3:200:50:2024	sc	sacCer3	200	50	2024	BG_files/J2024_sacCer3_200u_50d_UCSC.psbg1.txt	0bb131084be9cf3531be0fd30a5c74a993e4d4fd89122092054d78a211d38b07	BG_files/J2024_sacCer3_200u_50d_UCSC.psbg2.txt	1631345c12c0e330337f43235305c2b11655476a7c680835121f76035bbac264	6544	6544	178	178	178	0	0	1	1	1.68404616094827e-17	9.99200722162641e-16	4.98976640280969e-18	1.04083408558608e-16	0	2.58532088795604e-14	1	1	1	0.999999999999998	1	0	0	0
sc:sacCer3:450:50:2024	sc	sacCer3	450	50	2024	BG_files/J2024_sacCer3_450u_50d_UCSC.psbg1.txt	547e1804a1aacaaa8dce3d612b72dc6e9824f9e6fcc177579e95af458c7dff64	BG_files/J2024_sacCer3_450u_50d_UCSC.psbg2.txt	73e68407607ca504c5bfddb7d4e9c5ebaa97ba15ae0ebb13eba2c2bdd5bcf160	6570	6570	178	178	178	0	0	1	1	1.12269744063218e-17	9.99200722162641e-16	6.08127780342431e-18	1.04083408558608e-16	0	1.63026272033979e-14	1	1	1	1	1	0	0	0
sc:sacCer3:500:0:2024	sc	sacCer3	500	0	2024	BG_files/J2024_sacCer3_500u_0d_UCSC.psbg1.txt	61ea25cbc35f35c8aaf4e57a2586f5d7abb8307ef81930c9ed82db9f66ffcdc3	BG_files/J2024_sacCer3_500u_0d_UCSC.psbg2.txt	ae0cf079455d103d52ba893a7f1e6e5ec8ce8b012099d4153c80e28dbc5ab361	6571	6571	178	178	178	0	0	1	1	1.68404616094827e-17	9.99200722162641e-16	7.25075430408283e-18	1.11022302462516e-16	0	1.87950127827181e-14	1	1	1	1	1	0	0	0
sc:sacCer3:950:50:2024	sc	sacCer3	950	50	2024	BG_files/J2024_sacCer3_950u_50d_UCSC.psbg1.txt	0d00f8cb21e2bcc22381c01b12552de8c9a7f0cd4aeb3f95da3c8c376718cefe	BG_files/J2024_sacCer3_950u_50d_UCSC.psbg2.txt	4f39b75dff44826474c98ab177db3cfc1a110da761d903d5b5360de8ad7e1c0d	6571	6571	178	178	178	0	0	1	1	0	0	6.8804200788743e-18	1.04083408558608e-16	0	0	1	1	1	0.999999999999999	1	0	0	0
sc:sacCer3:1000:0:2024	sc	sacCer3	1000	0	2024	BG_files/J2024_sacCer3_1000u_0d_UCSC.psbg1.txt	1c1ee554a80f584716cff3335b38bdc8533341fe2aab801cd01e29fcfe00e3c1	BG_files/J2024_sacCer3_1000u_0d_UCSC.psbg2.txt	9673ada16dc257064320263ee4941a02e8486ab5462df3c736aa62c9e65f5241	6571	6571	178	178	178	0	0	1	1	1.68404616094827e-17	9.99200722162641e-16	7.90858483570325e-18	1.11022302462516e-16	0	2.3346562989838e-14	0.999999999999999	1	1	0.999999999999996	1	0	0	0
at:TAIR9:200:50:2024	at	TAIR9	200	50	2024	BG_files/J2024_TAIR9_200u_50d_TAIR.psbg1.txt	f592c73ed95e60359bf94c5c5d4de51f44fdc081a1ea7b24d7ef9243670da981	BG_files/J2024_TAIR9_200u_50d_TAIR.psbg2.txt	1459bf5f91f07b0ce76f569df5082e1c9e88600c71a0bf4d95fe4d0ff766f1f9	36331	36331	805	805	805	0	0	1	1	9.92994506497034e-18	9.99200722162641e-16	4.94988798052016e-18	1.11022302462516e-16	0	2.05418471536253e-14	0.999999999999998	1	1	0.999999999999993	1	0	0	0
at:TAIR9:450:50:2024	at	TAIR9	450	50	2024	BG_files/J2024_TAIR9_450u_50d_TAIR.psbg1.txt	188f8f69e257ac80e43853d2cfe27d6e8d43e02ad2719793b8990c4dfd9058f6	BG_files/J2024_TAIR9_450u_50d_TAIR.psbg2.txt	9897d45487fd166de17119735bf8cb33c82a627e1ce16d97306bc7519048ada2	36368	36368	805	805	805	0	0	1	1	3.72372939936388e-18	9.99200722162641e-16	3.20654476056334e-18	1.11022302462516e-16	0	1.95440651990656e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
at:TAIR9:500:0:2024	at	TAIR9	500	0	2024	BG_files/J2024_TAIR9_500u_0d_TAIR.psbg1.txt	68ee02551035ac66a96ae0f1ca363132fc40767e0e0b6b59060d200dea7ed1d9	BG_files/J2024_TAIR9_500u_0d_TAIR.psbg2.txt	c9c74733abc74cc86859977c28bcfc6ddb86481a9be408ba5dffe85d5a1c7430	36371	36371	805	805	805	0	0	1	1	6.20621566560647e-18	9.99200722162641e-16	4.21505480622439e-18	1.11022302462516e-16	0	2.03120145997383e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
at:TAIR9:950:50:2024	at	TAIR9	950	50	2024	BG_files/J2024_TAIR9_950u_50d_TAIR.psbg1.txt	117c354876029c7ae735de0016c7128415c8c54850fcefc464be4e8663d716fc	BG_files/J2024_TAIR9_950u_50d_TAIR.psbg2.txt	cdb2f37941f1a2afe53a5372d6d010a89fab96115c0b3b7af7afa3e02c547808	36406	36406	805	805	805	0	0	1	0.999999997359626	1.61361607305768e-17	9.99200722162641e-16	1.45341614911052e-07	9e-06	0	2.52053488624038e-14	0.1	1	1	0.1	1	13	0	0
at:TAIR9:1000:0:2024	at	TAIR9	1000	0	2024	BG_files/J2024_TAIR9_1000u_0d_TAIR.psbg1.txt	ae03cc4f315e62dca13f7f830094cd15c6a4c32e85e6bf1d1c28723f012bd33e	BG_files/J2024_TAIR9_1000u_0d_TAIR.psbg2.txt	e9ff5282cd0ccffd939f8b91e45a3b626705243f65ff894e43851511b250475f	36405	36405	805	805	805	0	0	1	1	1.11711881980916e-17	9.99200722162641e-16	3.85679669705527e-18	1.04083408558608e-16	0	3.13164443100296e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
